1, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
3684, forest, minecraft:tall_birch_hills, CREATURE, alexsmobs:sunbird, 10, 1, 1
3685, forest, minecraft:tall_birch_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
3686, forest, minecraft:tall_birch_hills, CREATURE, alexsmobs:crow, 10, 3, 5
3687, forest, minecraft:tall_birch_hills, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
3688, forest, minecraft:tall_birch_hills, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
3689, forest, minecraft:tall_birch_hills, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3690, forest, minecraft:tall_birch_hills, CREATURE, alexsmobs:sunbird, 10, 1, 1
3691, forest, minecraft:tall_birch_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
3692, forest, minecraft:tall_birch_hills, CREATURE, alexsmobs:crow, 10, 3, 5
3693, forest, minecraft:tall_birch_hills, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
3694, forest, minecraft:tall_birch_hills, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
3695, forest, minecraft:tall_birch_hills, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
3696, forest, minecraft:tall_birch_hills, CREATURE, ars_nouveau:sylph, 10, 1, 1
3697, forest, minecraft:tall_birch_hills, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3698, forest, minecraft:tall_birch_hills, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
3699, forest, minecraft:tall_birch_hills, CREATURE, betteranimalsplus:goat, 10, 1, 4
3700, forest, minecraft:tall_birch_hills, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
3701, forest, minecraft:tall_birch_hills, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
3702, forest, minecraft:tall_birch_hills, CREATURE, betteranimalsplus:songbird, 11, 1, 4
3703, forest, minecraft:tall_birch_hills, CREATURE, betteranimalsplus:badger, 10, 1, 2
3704, forest, minecraft:tall_birch_hills, CREATURE, betteranimalsplus:turkey, 11, 1, 3
3705, forest, minecraft:tall_birch_hills, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
3706, forest, minecraft:tall_birch_hills, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
3707, forest, minecraft:tall_birch_hills, CREATURE, betteranimalsplus:deer, 16, 1, 4
3708, forest, minecraft:tall_birch_hills, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
3709, forest, minecraft:tall_birch_hills, CREATURE, betteranimalsplus:boar, 10, 1, 4
3710, forest, minecraft:tall_birch_hills, AMBIENT, minecraft:bat, 10, 8, 8
3711, forest, minecraft:tall_birch_hills, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
3712, forest, minecraft:tall_birch_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
3713, forest, minecraft:tall_birch_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3714, forest, minecraft:tall_birch_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
3715, forest, minecraft:tall_birch_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3716, forest, minecraft:tall_birch_hills, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
3717, forest, minecraft:dark_forest_hills, MONSTER, minecraft:spider, 80, 4, 4
3718, forest, minecraft:dark_forest_hills, MONSTER, minecraft:zombie, 80, 4, 4
3719, forest, minecraft:dark_forest_hills, MONSTER, minecraft:zombie_villager, 10, 1, 1
3720, forest, minecraft:dark_forest_hills, MONSTER, minecraft:skeleton, 80, 4, 4
3721, forest, minecraft:dark_forest_hills, MONSTER, minecraft:creeper, 80, 4, 4
3722, forest, minecraft:dark_forest_hills, MONSTER, minecraft:slime, 80, 4, 4
3723, forest, minecraft:dark_forest_hills, MONSTER, minecraft:enderman, 5, 1, 4
3724, forest, minecraft:dark_forest_hills, MONSTER, minecraft:witch, 5, 1, 1
3725, forest, minecraft:dark_forest_hills, MONSTER, dungeons_mobs:wraith, 10, 1, 1
3726, forest, minecraft:dark_forest_hills, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
3727, forest, minecraft:dark_forest_hills, MONSTER, minecraft:vindicator, 10, 1, 4
3728, forest, minecraft:dark_forest_hills, MONSTER, minecraft:evoker, 10, 1, 1
3729, forest, minecraft:dark_forest_hills, MONSTER, minecraft:pillager, 10, 1, 4
3730, forest, minecraft:dark_forest_hills, MONSTER, geode:redstonegeode, 30, 1, 1
3731, forest, minecraft:dark_forest_hills, MONSTER, geode:quartzgeode, 45, 1, 1
3732, forest, minecraft:dark_forest_hills, MONSTER, geode:lapisgeode, 35, 1, 1
3733, forest, minecraft:dark_forest_hills, MONSTER, geode:irongeode, 40, 1, 1
3734, forest, minecraft:dark_forest_hills, MONSTER, geode:goldgeode, 35, 1, 1
3735, forest, minecraft:dark_forest_hills, MONSTER, geode:glowstonegeode, 45, 1, 1
3736, forest, minecraft:dark_forest_hills, MONSTER, geode:emeraldgeode, 45, 1, 1
3737, forest, minecraft:dark_forest_hills, MONSTER, geode:diamondgeode, 25, 1, 1
3738, forest, minecraft:dark_forest_hills, MONSTER, geode:coalgeode, 50, 1, 1
3739, forest, minecraft:dark_forest_hills, MONSTER, mowziesmobs:grottol, 10, 1, 1
3740, forest, minecraft:dark_forest_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3741, forest, minecraft:dark_forest_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3742, forest, minecraft:dark_forest_hills, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
3743, forest, minecraft:dark_forest_hills, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
3744, forest, minecraft:dark_forest_hills, MONSTER, dungeons_mobs:armored_vindicator, 10, 1, 4
3745, forest, minecraft:dark_forest_hills, MONSTER, dungeons_mobs:armored_pillager, 10, 1, 4
3746, forest, minecraft:dark_forest_hills, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3747, forest, minecraft:dark_forest_hills, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
3748, forest, minecraft:dark_forest_hills, CREATURE, minecraft:sheep, 12, 4, 4
3749, forest, minecraft:dark_forest_hills, CREATURE, minecraft:pig, 10, 4, 4
3750, forest, minecraft:dark_forest_hills, CREATURE, minecraft:chicken, 10, 4, 4
3751, forest, minecraft:dark_forest_hills, CREATURE, minecraft:cow, 10, 4, 4
3752, forest, minecraft:dark_forest_hills, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3753, forest, minecraft:dark_forest_hills, CREATURE, alexsmobs:sunbird, 10, 1, 1
3754, forest, minecraft:dark_forest_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
3755, forest, minecraft:dark_forest_hills, CREATURE, alexsmobs:crow, 10, 3, 5
3756, forest, minecraft:dark_forest_hills, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
3757, forest, minecraft:dark_forest_hills, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
3758, forest, minecraft:dark_forest_hills, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3759, forest, minecraft:dark_forest_hills, CREATURE, alexsmobs:sunbird, 10, 1, 1
3760, forest, minecraft:dark_forest_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
3761, forest, minecraft:dark_forest_hills, CREATURE, alexsmobs:crow, 10, 3, 5
3762, forest, minecraft:dark_forest_hills, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
3763, forest, minecraft:dark_forest_hills, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
3764, forest, minecraft:dark_forest_hills, CREATURE, ars_nouveau:carbuncle, 10, 1, 1
3765, forest, minecraft:dark_forest_hills, CREATURE, ars_nouveau:sylph, 10, 1, 1
3766, forest, minecraft:dark_forest_hills, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3767, forest, minecraft:dark_forest_hills, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
3768, forest, minecraft:dark_forest_hills, CREATURE, betteranimalsplus:goat, 10, 1, 4
3769, forest, minecraft:dark_forest_hills, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
3770, forest, minecraft:dark_forest_hills, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
3771, forest, minecraft:dark_forest_hills, CREATURE, betteranimalsplus:songbird, 11, 1, 4
3772, forest, minecraft:dark_forest_hills, CREATURE, betteranimalsplus:badger, 10, 1, 2
3773, forest, minecraft:dark_forest_hills, CREATURE, betteranimalsplus:turkey, 11, 1, 3
3774, forest, minecraft:dark_forest_hills, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
3775, forest, minecraft:dark_forest_hills, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
3776, forest, minecraft:dark_forest_hills, CREATURE, betteranimalsplus:deer, 16, 1, 4
3777, forest, minecraft:dark_forest_hills, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
3778, forest, minecraft:dark_forest_hills, CREATURE, betteranimalsplus:boar, 10, 1, 4
3779, forest, minecraft:dark_forest_hills, AMBIENT, minecraft:bat, 10, 8, 8
3780, forest, minecraft:dark_forest_hills, AMBIENT, supplementaries:firefly, 10, 5, 9
3781, forest, minecraft:dark_forest_hills, AMBIENT, mowziesmobs:lantern, 10, 2, 4
3782, forest, minecraft:dark_forest_hills, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
3783, forest, minecraft:dark_forest_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
3784, forest, minecraft:dark_forest_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3785, forest, minecraft:dark_forest_hills, AMBIENT, alexsmobs:fly, 10, 2, 3
3786, forest, minecraft:dark_forest_hills, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3787, forest, minecraft:dark_forest_hills, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
3788, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:spider, 80, 4, 4
3789, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:zombie, 80, 4, 4
3790, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:zombie_villager, 10, 1, 1
3791, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
3792, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:creeper, 80, 4, 4
3793, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:slime, 80, 4, 4
3794, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:enderman, 5, 1, 4
3795, taiga, minecraft:snowy_taiga_mountains, MONSTER, minecraft:witch, 5, 1, 1
3796, taiga, minecraft:snowy_taiga_mountains, MONSTER, thermal:blizz, 10, 1, 3
3797, taiga, minecraft:snowy_taiga_mountains, MONSTER, dungeons_mobs:iceologer, 10, 1, 1
3798, taiga, minecraft:snowy_taiga_mountains, MONSTER, dungeons_mobs:wraith, 10, 1, 1
3799, taiga, minecraft:snowy_taiga_mountains, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
3800, taiga, minecraft:snowy_taiga_mountains, MONSTER, geode:redstonegeode, 30, 1, 1
3801, taiga, minecraft:snowy_taiga_mountains, MONSTER, geode:quartzgeode, 45, 1, 1
3802, taiga, minecraft:snowy_taiga_mountains, MONSTER, geode:lapisgeode, 35, 1, 1
3803, taiga, minecraft:snowy_taiga_mountains, MONSTER, geode:irongeode, 40, 1, 1
3804, taiga, minecraft:snowy_taiga_mountains, MONSTER, geode:goldgeode, 35, 1, 1
3805, taiga, minecraft:snowy_taiga_mountains, MONSTER, geode:glowstonegeode, 45, 1, 1
3806, taiga, minecraft:snowy_taiga_mountains, MONSTER, geode:emeraldgeode, 45, 1, 1
3807, taiga, minecraft:snowy_taiga_mountains, MONSTER, geode:diamondgeode, 25, 1, 1
3808, taiga, minecraft:snowy_taiga_mountains, MONSTER, geode:coalgeode, 50, 1, 1
3809, taiga, minecraft:snowy_taiga_mountains, MONSTER, mowziesmobs:grottol, 10, 1, 1
3810, taiga, minecraft:snowy_taiga_mountains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3811, taiga, minecraft:snowy_taiga_mountains, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3812, taiga, minecraft:snowy_taiga_mountains, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
3813, taiga, minecraft:snowy_taiga_mountains, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
3814, taiga, minecraft:snowy_taiga_mountains, MONSTER, ars_nouveau:wilden_guardian, 40, 1, 1
3815, taiga, minecraft:snowy_taiga_mountains, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3816, taiga, minecraft:snowy_taiga_mountains, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
3817, taiga, minecraft:snowy_taiga_mountains, CREATURE, minecraft:sheep, 12, 4, 4
3818, taiga, minecraft:snowy_taiga_mountains, CREATURE, minecraft:pig, 10, 4, 4
3819, taiga, minecraft:snowy_taiga_mountains, CREATURE, minecraft:chicken, 10, 4, 4
3820, taiga, minecraft:snowy_taiga_mountains, CREATURE, minecraft:cow, 10, 4, 4
3821, taiga, minecraft:snowy_taiga_mountains, CREATURE, minecraft:wolf, 10, 4, 4
3822, taiga, minecraft:snowy_taiga_mountains, CREATURE, minecraft:rabbit, 10, 2, 3
3823, taiga, minecraft:snowy_taiga_mountains, CREATURE, minecraft:fox, 10, 2, 4
3824, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3825, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:sunbird, 10, 1, 1
3826, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:moose, 10, 3, 4
3827, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:raccoon, 10, 2, 4
3828, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
3829, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:crow, 10, 3, 5
3830, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
3831, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3832, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:sunbird, 10, 1, 1
3833, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:moose, 10, 3, 4
3834, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:raccoon, 10, 2, 4
3835, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:snow_leopard, 20, 1, 2
3836, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:crow, 10, 3, 5
3837, taiga, minecraft:snowy_taiga_mountains, CREATURE, alexsmobs:bald_eagle, 15, 2, 4
3838, taiga, minecraft:snowy_taiga_mountains, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3839, taiga, minecraft:snowy_taiga_mountains, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
3840, taiga, minecraft:snowy_taiga_mountains, CREATURE, betteranimalsplus:goat, 10, 1, 4
3841, taiga, minecraft:snowy_taiga_mountains, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
3842, taiga, minecraft:snowy_taiga_mountains, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
3843, taiga, minecraft:snowy_taiga_mountains, CREATURE, betteranimalsplus:songbird, 11, 1, 4
3844, taiga, minecraft:snowy_taiga_mountains, CREATURE, betteranimalsplus:badger, 10, 1, 2
3845, taiga, minecraft:snowy_taiga_mountains, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
3846, taiga, minecraft:snowy_taiga_mountains, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
3847, taiga, minecraft:snowy_taiga_mountains, CREATURE, betteranimalsplus:deer, 16, 1, 4
3848, taiga, minecraft:snowy_taiga_mountains, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
3849, taiga, minecraft:snowy_taiga_mountains, CREATURE, betteranimalsplus:reindeer, 10, 1, 4
3850, taiga, minecraft:snowy_taiga_mountains, CREATURE, betteranimalsplus:boar, 10, 1, 4
3851, taiga, minecraft:snowy_taiga_mountains, AMBIENT, minecraft:bat, 10, 8, 8
3852, taiga, minecraft:snowy_taiga_mountains, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
3853, taiga, minecraft:snowy_taiga_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
3854, taiga, minecraft:snowy_taiga_mountains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3855, taiga, minecraft:snowy_taiga_mountains, AMBIENT, alexsmobs:fly, 10, 2, 3
3856, taiga, minecraft:snowy_taiga_mountains, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3857, taiga, minecraft:giant_spruce_taiga, MONSTER, minecraft:spider, 80, 4, 4
3858, taiga, minecraft:giant_spruce_taiga, MONSTER, minecraft:zombie, 80, 4, 4
3859, taiga, minecraft:giant_spruce_taiga, MONSTER, minecraft:zombie_villager, 10, 1, 1
3860, taiga, minecraft:giant_spruce_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
3861, taiga, minecraft:giant_spruce_taiga, MONSTER, minecraft:creeper, 80, 4, 4
3862, taiga, minecraft:giant_spruce_taiga, MONSTER, minecraft:slime, 80, 4, 4
3863, taiga, minecraft:giant_spruce_taiga, MONSTER, minecraft:enderman, 5, 1, 4
3864, taiga, minecraft:giant_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 1
3865, taiga, minecraft:giant_spruce_taiga, MONSTER, dungeons_mobs:wraith, 10, 1, 1
3866, taiga, minecraft:giant_spruce_taiga, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
3867, taiga, minecraft:giant_spruce_taiga, MONSTER, geode:redstonegeode, 30, 1, 1
3868, taiga, minecraft:giant_spruce_taiga, MONSTER, geode:quartzgeode, 45, 1, 1
3869, taiga, minecraft:giant_spruce_taiga, MONSTER, geode:lapisgeode, 35, 1, 1
3870, taiga, minecraft:giant_spruce_taiga, MONSTER, geode:irongeode, 40, 1, 1
3871, taiga, minecraft:giant_spruce_taiga, MONSTER, geode:goldgeode, 35, 1, 1
3872, taiga, minecraft:giant_spruce_taiga, MONSTER, geode:glowstonegeode, 45, 1, 1
3873, taiga, minecraft:giant_spruce_taiga, MONSTER, geode:emeraldgeode, 45, 1, 1
3874, taiga, minecraft:giant_spruce_taiga, MONSTER, geode:diamondgeode, 25, 1, 1
3875, taiga, minecraft:giant_spruce_taiga, MONSTER, geode:coalgeode, 50, 1, 1
3876, taiga, minecraft:giant_spruce_taiga, MONSTER, mowziesmobs:grottol, 10, 1, 1
3877, taiga, minecraft:giant_spruce_taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3878, taiga, minecraft:giant_spruce_taiga, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3879, taiga, minecraft:giant_spruce_taiga, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
3880, taiga, minecraft:giant_spruce_taiga, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
3881, taiga, minecraft:giant_spruce_taiga, MONSTER, ars_nouveau:wilden_guardian, 40, 1, 1
3882, taiga, minecraft:giant_spruce_taiga, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3883, taiga, minecraft:giant_spruce_taiga, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
3884, taiga, minecraft:giant_spruce_taiga, CREATURE, minecraft:sheep, 12, 4, 4
3885, taiga, minecraft:giant_spruce_taiga, CREATURE, minecraft:pig, 10, 4, 4
3886, taiga, minecraft:giant_spruce_taiga, CREATURE, minecraft:chicken, 10, 4, 4
3887, taiga, minecraft:giant_spruce_taiga, CREATURE, minecraft:cow, 10, 4, 4
3888, taiga, minecraft:giant_spruce_taiga, CREATURE, minecraft:wolf, 10, 4, 4
3889, taiga, minecraft:giant_spruce_taiga, CREATURE, minecraft:rabbit, 10, 2, 3
3890, taiga, minecraft:giant_spruce_taiga, CREATURE, minecraft:fox, 10, 2, 4
3891, taiga, minecraft:giant_spruce_taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3892, taiga, minecraft:giant_spruce_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
3893, taiga, minecraft:giant_spruce_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
3894, taiga, minecraft:giant_spruce_taiga, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
3895, taiga, minecraft:giant_spruce_taiga, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3896, taiga, minecraft:giant_spruce_taiga, CREATURE, alexsmobs:raccoon, 10, 2, 4
3897, taiga, minecraft:giant_spruce_taiga, CREATURE, alexsmobs:crow, 10, 3, 5
3898, taiga, minecraft:giant_spruce_taiga, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
3899, taiga, minecraft:giant_spruce_taiga, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3900, taiga, minecraft:giant_spruce_taiga, CREATURE, betteranimalsplus:goat, 10, 1, 4
3901, taiga, minecraft:giant_spruce_taiga, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
3902, taiga, minecraft:giant_spruce_taiga, CREATURE, betteranimalsplus:squirrel, 10, 1, 3
3903, taiga, minecraft:giant_spruce_taiga, CREATURE, betteranimalsplus:songbird, 11, 1, 4
3904, taiga, minecraft:giant_spruce_taiga, CREATURE, betteranimalsplus:badger, 10, 1, 2
3905, taiga, minecraft:giant_spruce_taiga, CREATURE, betteranimalsplus:turkey, 11, 1, 3
3906, taiga, minecraft:giant_spruce_taiga, CREATURE, betteranimalsplus:brownbear, 10, 1, 1
3907, taiga, minecraft:giant_spruce_taiga, CREATURE, betteranimalsplus:blackbear, 10, 1, 1
3908, taiga, minecraft:giant_spruce_taiga, CREATURE, betteranimalsplus:deer, 16, 1, 4
3909, taiga, minecraft:giant_spruce_taiga, CREATURE, betteranimalsplus:feralwolf, 10, 1, 6
3910, taiga, minecraft:giant_spruce_taiga, CREATURE, betteranimalsplus:boar, 10, 1, 4
3911, taiga, minecraft:giant_spruce_taiga, CREATURE, betteranimalsplus:moose, 10, 1, 1
3912, taiga, minecraft:giant_spruce_taiga, AMBIENT, minecraft:bat, 10, 8, 8
3913, taiga, minecraft:giant_spruce_taiga, AMBIENT, megameteors:falling_meteor_spawner_entity, 10, 1, 1
3914, taiga, minecraft:giant_spruce_taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
3915, taiga, minecraft:giant_spruce_taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3916, taiga, minecraft:giant_spruce_taiga, AMBIENT, alexsmobs:fly, 10, 2, 3
3917, taiga, minecraft:giant_spruce_taiga, AMBIENT, alexsmobs:cockroach, 10, 5, 5
3918, taiga, minecraft:giant_spruce_taiga, AMBIENT, betteranimalsplus:butterfly, 10, 1, 3
3919, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, minecraft:spider, 80, 4, 4
3920, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, minecraft:zombie, 80, 4, 4
3921, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, minecraft:zombie_villager, 10, 1, 1
3922, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, minecraft:skeleton, 80, 4, 4
3923, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, minecraft:creeper, 80, 4, 4
3924, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, minecraft:slime, 80, 4, 4
3925, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, minecraft:enderman, 5, 1, 4
3926, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, minecraft:witch, 5, 1, 1
3927, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, dungeons_mobs:wraith, 10, 1, 1
3928, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, dungeons_mobs:skeleton_horseman, 10, 1, 1
3929, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, geode:redstonegeode, 30, 1, 1
3930, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, geode:quartzgeode, 45, 1, 1
3931, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, geode:lapisgeode, 35, 1, 1
3932, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, geode:irongeode, 40, 1, 1
3933, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, geode:goldgeode, 35, 1, 1
3934, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, geode:glowstonegeode, 45, 1, 1
3935, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, geode:emeraldgeode, 45, 1, 1
3936, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, geode:diamondgeode, 25, 1, 1
3937, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, geode:coalgeode, 50, 1, 1
3938, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, mowziesmobs:grottol, 10, 1, 1
3939, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3940, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, alexsmobs:centipede_head, 10, 1, 1
3941, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, dungeons_mobs:armored_zombie, 10, 4, 4
3942, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, dungeons_mobs:armored_skeleton, 10, 4, 4
3943, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, ars_nouveau:wilden_guardian, 40, 1, 1
3944, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, ars_nouveau:wilden_stalker, 50, 3, 3
3945, taiga, minecraft:giant_spruce_taiga_hills, MONSTER, ars_nouveau:wilden_hunter, 30, 1, 1
3946, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, minecraft:sheep, 12, 4, 4
3947, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, minecraft:pig, 10, 4, 4
3948, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, minecraft:chicken, 10, 4, 4
3949, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, minecraft:cow, 10, 4, 4
3950, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, minecraft:wolf, 10, 4, 4
3951, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, minecraft:rabbit, 10, 2, 3
3952, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, minecraft:fox, 10, 2, 4
3953, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3954, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
3955, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, alexsmobs:crow, 10, 3, 5
3956, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
3957, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, alexsmobs:grizzly_bear, 10, 2, 3
3958, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, alexsmobs:raccoon, 10, 2, 4
3959, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, alexsmobs:crow, 10, 3, 5
3960, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, alexsmobs:tasmanian_devil, 10, 1, 2
3961, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, ars_nouveau:drygmy, 10, 1, 1
3962, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, betteranimalsplus:lammergeier, 10, 1, 2
3963, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, betteranimalsplus:goat, 10, 1, 4
3964, taiga, minecraft:giant_spruce_taiga_hills, CREATURE, betteranimalsplus:pheasant, 12, 1, 3
